Tidspunkt;CAN-ID;Desc;Value
2026-02-19T14:51:32.461907;999;FuelLevel;98
2025-06-21T17:58:09.0569680+02:00;202;Pitch;65213
2026-02-19T14:51:33.461907;999;FuelLevel;98
2025-06-21T17:58:09.0569680+02:00;202;Yaw;6145
2026-02-19T14:51:34.461907;999;FuelLevel;98
2025-06-21T17:58:09.0621180+02:00;3;Max_Altitude;26,10655785
2026-02-19T14:51:35.461907;999;FuelLevel;98
2025-06-21T17:58:09.0621180+02:00;3;Max_Velocity;0,000812035
2026-02-19T14:51:36.461907;999;FuelLevel;98
2025-06-21T17:58:09.0981670+02:00;108;Pressure;1,45651412
2026-02-19T14:51:37.461907;999;FuelLevel;98
2025-06-21T17:58:09.0981670+02:00;108;Temperature;20,24015999
2026-02-19T14:51:38.461907;999;FuelLevel;98
2025-06-21T17:58:09.0621180+02:00;2;Status9;2863315899
2026-02-19T14:51:39.461907;999;FuelLevel;98
2025-06-21T17:58:09.0621180+02:00;2;Status10;0
2026-02-19T14:51:40.461907;999;FuelLevel;98
2025-06-21T17:58:09.0621180+02:00;2;Status11;0
2026-02-19T14:51:41.461907;999;FuelLevel;98
2025-06-21T17:58:09.0621180+02:00;2;Status12;0
2026-02-19T14:51:42.461907;999;FuelLevel;98
2025-06-21T17:58:09.0621180+02:00;2;Status13;0
2026-02-19T14:51:43.461907;999;FuelLevel;98
2025-06-21T17:58:09.0621180+02:00;2;Status14;0
2026-02-19T14:51:44.461907;999;FuelLevel;98
2025-06-21T17:58:09.0621180+02:00;2;Status15;0
2026-02-19T14:51:45.461907;999;FuelLevel;97
2025-06-21T17:58:09.0621180+02:00;2;Status16;1
2026-02-19T14:51:46.461907;999;FuelLevel;97
2025-06-21T17:58:09.0621180+02:00;2;Status17;1
2026-02-19T14:51:47.461907;999;FuelLevel;97
2025-06-21T17:58:09.0621180+02:00;2;Status18;1
2026-02-19T14:51:48.461907;999;FuelLevel;97
2025-06-21T17:58:09.0621180+02:00;2;Status19;0
2026-02-19T14:51:49.461907;999;FuelLevel;97
2025-06-21T17:58:09.0621180+02:00;2;Status20;0
2026-02-19T14:51:50.461907;999;FuelLevel;97
2025-06-21T17:58:09.0981670+02:00;106;N2OInjector;1,517301083
2026-02-19T14:51:51.461907;999;FuelLevel;97
2025-06-21T17:58:09.0981670+02:00;106;ETHInjector;1,780172944
2026-02-19T14:51:52.461907;999;FuelLevel;97
2025-06-21T17:58:09.0981670+02:00;111;M1Pos;-0,808734894
2026-02-19T14:51:53.461907;999;FuelLevel;97
2025-06-21T17:58:09.0981670+02:00;111;M2Pos;0,048570234
2026-02-19T14:51:54.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;CalMotors;0
2026-02-19T14:51:55.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;IDLE;1
2026-02-19T14:51:56.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;Homing;0
2026-02-19T14:51:57.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;Fire;0
2026-02-19T14:51:58.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;Abort;0
2026-02-19T14:51:59.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;Relief;0
2026-02-19T14:52:00.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;Fueling;0
2026-02-19T14:52:01.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;ExitMotors;0
2026-02-19T14:52:02.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;EMatchActive;0
2026-02-19T14:52:03.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;EMatch1Cont;1
2026-02-19T14:52:04.461907;999;FuelLevel;97
2025-06-21T17:58:09.1033170+02:00;103;EMatch2Cont;0
2026-02-19T14:52:05.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;C1Charged;1
2026-02-19T14:52:06.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;C2Charged;0
2026-02-19T14:52:07.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;ReliefN2O;0
2026-02-19T14:52:08.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;ReliefETH;0
2026-02-19T14:52:09.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultFDCan2;0
2026-02-19T14:52:10.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultSPI;0
2026-02-19T14:52:11.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultPETHTank;0
2026-02-19T14:52:12.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultPCC;0
2026-02-19T14:52:13.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultPFuelIn;0
2026-02-19T14:52:14.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultPOXIn;0
2026-02-19T14:52:15.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultPN2OTank;0
2026-02-19T14:52:16.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultTCC;0
2026-02-19T14:52:17.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultTFuelIn;0
2026-02-19T14:52:18.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultTOXIn;0
2026-02-19T14:52:19.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;FaultTN2OTank;0
2026-02-19T14:52:20.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;MotorsCalibrated;1
2026-02-19T14:52:21.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;103;ValvesHomed;1
2026-02-19T14:52:22.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;104;N2OTank;167,6294861
2026-02-19T14:52:23.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;104;ETHTank;167,9984589
2026-02-19T14:52:24.461907;999;FuelLevel;96
2025-06-21T17:58:09.1033170+02:00;4;Drouge_pressure;167,7957001
2026-02-19T14:52:25.461907;999;FuelLevel;95
2025-06-21T17:58:09.1033170+02:00;4;Main_pressure;86,57258606
2026-02-19T14:52:26.461907;999;FuelLevel;95
2025-06-21T17:58:09.1033170+02:00;109;M1Temp;36
2026-02-19T14:52:27.461907;999;FuelLevel;95
2025-06-21T17:58:09.1033170+02:00;109;M2Temp;27
2026-02-19T14:52:28.461907;999;FuelLevel;95
2025-06-21T17:58:09.1084670+02:00;110;M1Curr;-0,075702071
2026-02-19T14:52:29.461907;999;FuelLevel;95
2025-06-21T17:58:09.1084670+02:00;110;M2Curr;0,006349325
2026-02-19T14:52:30.461907;999;FuelLevel;95
2025-06-21T17:58:09.1033170+02:00;107;N2OInjectorTemp;20,2506218
2026-02-19T14:52:31.461907;999;FuelLevel;95
2025-06-21T17:58:09.1033170+02:00;107;ETHInjectorTemp;19,74991035
2026-02-19T14:52:32.461907;999;FuelLevel;95
2025-06-21T17:58:09.1084670+02:00;112;N20Den;0,931809843
2026-02-19T14:52:33.461907;999;FuelLevel;95
2025-06-21T17:58:09.1084670+02:00;112;ETHDen;0,833000004
2026-02-19T14:52:34.461907;999;FuelLevel;95
2025-06-21T17:58:09.1033170+02:00;105;N2OPropellant;13,47249794
2026-02-19T14:52:35.461907;999;FuelLevel;95
2025-06-21T17:58:09.1033170+02:00;105;ETHPropellant;16,7122345
2026-02-19T14:52:36.461907;999;FuelLevel;95
2025-06-21T17:58:09.2526620+02:00;202;Roll;34
2026-02-19T14:52:37.461907;999;FuelLevel;95
2025-06-21T17:58:09.2526620+02:00;202;Pitch;65217
2026-02-19T14:52:38.461907;999;FuelLevel;95
2025-06-21T17:58:09.2526620+02:00;202;Yaw;6151
2026-02-19T14:52:39.461907;999;FuelLevel;95
2025-06-21T17:58:09.2578120+02:00;203;Altitude;24,04899597
2026-02-19T14:52:40.461907;999;FuelLevel;95
2025-06-21T17:58:09.2578120+02:00;203;Climbrate;0,102488875
2026-02-19T14:52:41.461907;999;FuelLevel;95
2025-06-21T17:58:09.4535060+02:00;202;Roll;35
2026-02-19T14:52:42.461907;999;FuelLevel;95
2025-06-21T17:58:09.4535060+02:00;202;Pitch;65219
2026-02-19T14:52:43.461907;999;FuelLevel;95
2025-06-21T17:58:09.4535060+02:00;202;Yaw;6159
2026-02-19T14:52:44.461907;999;FuelLevel;95
2025-06-21T17:58:09.4535060+02:00;203;Altitude;24,05277061
2026-02-19T14:52:45.461907;999;FuelLevel;94
2025-06-21T17:58:09.4535060+02:00;203;Climbrate;0,080091529
2026-02-19T14:52:46.461907;999;FuelLevel;94
2025-06-21T17:58:09.5977020+02:00;106;N2OInjector;1,512575388
2026-02-19T14:52:47.461907;999;FuelLevel;94
2025-06-21T17:58:09.5977020+02:00;106;ETHInjector;2,055143118
2026-02-19T14:52:48.461907;999;FuelLevel;94
2025-06-21T17:58:09.5977020+02:00;111;M1Pos;-0,808734894
2026-02-19T14:52:49.461907;999;FuelLevel;94
2025-06-21T17:58:09.5977020+02:00;111;M2Pos;0,024285117
2026-02-19T14:52:50.461907;999;FuelLevel;94
2025-06-21T17:58:09.5977020+02:00;108;Pressure;1,459972978
2026-02-19T14:52:51.461907;999;FuelLevel;94
2025-06-21T17:58:09.5977020+02:00;108;Temperature;20,24390411
2026-02-19T14:52:52.461907;999;FuelLevel;94
2025-06-21T17:58:09.6543500+02:00;202;Roll;33
2026-02-19T14:52:53.461907;999;FuelLevel;94
2025-06-21T17:58:09.6543500+02:00;202;Pitch;65221
2026-02-19T14:52:54.461907;999;FuelLevel;94
2025-06-21T17:58:09.6543500+02:00;202;Yaw;6166
2026-02-19T14:52:55.461907;999;FuelLevel;94
2025-06-21T17:58:09.6543500+02:00;203;Altitude;24,13176918
2026-02-19T14:52:56.461907;999;FuelLevel;94
2025-06-21T17:58:09.6543500+02:00;203;Climbrate;0,145486474
2026-02-19T14:52:57.461907;999;FuelLevel;94
2025-06-21T17:58:09.7006980+02:00;400;CAM1Power;FALSE
2026-02-19T14:52:58.461907;999;FuelLevel;94
2025-06-21T17:58:09.7006980+02:00;400;CAM2Power;FALSE
2026-02-19T14:52:59.461907;999;FuelLevel;94
2025-06-21T17:58:09.7006980+02:00;400;CAM3Power;TRUE
2026-02-19T14:53:00.461907;999;FuelLevel;94
2025-06-21T17:58:09.7006980+02:00;400;IsCAM1Recording;FALSE
2026-02-19T14:53:01.461907;999;FuelLevel;94
2025-06-21T17:58:09.7006980+02:00;400;IsCAM2Recording;FALSE
2026-02-19T14:53:02.461907;999;FuelLevel;94
2025-06-21T17:58:09.7006980+02:00;400;IsCAM3Recording;FALSE
2026-02-19T14:53:03.461907;999;FuelLevel;94
2025-06-21T17:58:09.7006980+02:00;400;IsReceivingCANData;TRUE
2026-02-19T14:53:04.461907;999;FuelLevel;94
2025-06-21T17:58:09.7006980+02:00;400;CSMURecording;TRUE
2026-02-19T14:53:05.461907;999;FuelLevel;93
2025-06-21T17:58:09.7006980+02:00;400;PageCounter;1383
2026-02-19T14:53:06.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;320;IsRunning;TRUE
2026-02-19T14:53:07.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;320;IsFrozen;TRUE
2026-02-19T14:53:08.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;320;IsNode;FALSE
2026-02-19T14:53:09.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;320;IsCanRxFull;FALSE
2026-02-19T14:53:10.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;320;IsCanTxFull;FALSE|
2026-02-19T14:53:11.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;320;IsSerialTxFull;FALSE
2026-02-19T14:53:12.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;320;IsSerialRxFull;FALSE
2026-02-19T14:53:13.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;320;LostPackages;0
2026-02-19T14:53:14.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;320;TimeSinceBoot;22338
2026-02-19T14:53:15.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;321;SNR;7
2026-02-19T14:53:16.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;321;RSSI;-76
2026-02-19T14:53:17.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;323;CanRx;0
2026-02-19T14:53:18.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;323;CanTx;0
2026-02-19T14:53:19.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;323;SerialRx;0
2026-02-19T14:53:20.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;323;SerialTx;0
2026-02-19T14:53:21.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;322;downlink;1229159
2026-02-19T14:53:22.461907;999;FuelLevel;93
2025-06-21T12:41:40.9277340+02:00;322;uplink;1239887
2026-02-19T14:53:23.461907;999;FuelLevel;93
2025-06-21T17:58:09.8551940+02:00;202;Roll;32
2026-02-19T14:53:24.461907;999;FuelLevel;93
2025-06-21T17:58:09.8551940+02:00;202;Pitch;65221
2026-02-19T14:53:25.461907;999;FuelLevel;92
2025-06-21T17:58:09.8551940+02:00;202;Yaw;6172
2026-02-19T14:53:26.461907;999;FuelLevel;92
2025-06-21T17:58:09.8551940+02:00;203;Altitude;24,09937286
2026-02-19T14:53:27.461907;999;FuelLevel;92
2025-06-21T17:58:09.8551940+02:00;203;Climbrate;0,087290235
2026-02-19T14:53:28.461907;999;FuelLevel;92
2025-06-21T17:58:09.9942390+02:00;200;Control;0
2026-02-19T14:53:29.461907;999;FuelLevel;92
2025-06-21T17:58:09.9942390+02:00;200;Status0;0
2026-02-19T14:53:30.461907;999;FuelLevel;92
2025-06-21T17:58:09.9942390+02:00;200;Status1;0
2026-02-19T14:53:31.461907;999;FuelLevel;92
2025-06-21T17:58:09.9942390+02:00;200;Status2;0
2026-02-19T14:53:32.461907;999;FuelLevel;92
2025-06-21T17:58:09.9942390+02:00;200;Status3;1
2026-02-19T14:53:33.461907;999;FuelLevel;92
2025-06-21T17:58:09.9942390+02:00;200;Status4;0
2026-02-19T14:53:34.461907;999;FuelLevel;92
2025-06-21T17:58:09.9942390+02:00;200;Status5;0
2026-02-19T14:53:35.461907;999;FuelLevel;92
2025-06-21T17:58:09.9942390+02:00;200;Status6;1
2026-02-19T14:53:36.461907;999;FuelLevel;92
2025-06-21T17:58:09.9942390+02:00;200;Status7;1
2026-02-19T14:53:37.461907;999;FuelLevel;92
2025-06-21T17:58:09.9993890+02:00;201;Time;175810
2026-02-19T14:53:38.461907;999;FuelLevel;92
2025-06-21T17:58:09.9993890+02:00;201;Date;20250621
2026-02-19T14:53:39.461907;999;FuelLevel;92
2025-06-21T17:58:09.9942390+02:00;206;TotalVelocity;4,03E-05
2026-02-19T14:53:40.461907;999;FuelLevel;92
2025-06-21T17:58:09.9993890+02:00;204;Latitude;59,3073616
2026-02-19T14:53:41.461907;999;FuelLevel;92
2025-06-21T17:58:09.9993890+02:00;204;Longitude;4,865468979
2026-02-19T14:53:42.461907;999;FuelLevel;92
2025-06-21T17:58:10.0405880+02:00;300;IsRunning;TRUE
2026-02-19T14:53:43.461907;999;FuelLevel;92
2025-06-21T17:58:10.0405880+02:00;300;IsFrozen;TRUE
2026-02-19T14:53:44.461907;999;FuelLevel;92
2025-06-21T17:58:10.0405880+02:00;300;IsNode;FALSE
2026-02-19T14:53:45.461907;999;FuelLevel;91
2025-06-21T17:58:10.0405880+02:00;300;IsCanRxFull;FALSE
2026-02-19T14:53:46.461907;999;FuelLevel;91
2025-06-21T17:58:10.0405880+02:00;300;IsCanTxFull;FALSE
2026-02-19T14:53:47.461907;999;FuelLevel;91
2025-06-21T17:58:10.0405880+02:00;300;IsSerialTxFull;FALSE
2026-02-19T14:53:48.461907;999;FuelLevel;91
2025-06-21T17:58:10.0405880+02:00;300;IsSerialRxFull;FALSE
2026-02-19T14:53:49.461907;999;FuelLevel;91
2025-06-21T17:58:10.0405880+02:00;300;LostPackages;0
2026-02-19T14:53:50.461907;999;FuelLevel;91
2025-06-21T17:58:10.0405880+02:00;300;TimeSinceBoot;8182
2026-02-19T14:53:51.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status9;2863315899
2026-02-19T14:53:52.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status10;0
2026-02-19T14:53:53.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status11;0
2026-02-19T14:53:54.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status12;0
2026-02-19T14:53:55.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status13;0
2026-02-19T14:53:56.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status14;0
2026-02-19T14:53:57.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status15;0
2026-02-19T14:53:58.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status16;1
2026-02-19T14:53:59.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status17;1
2026-02-19T14:54:00.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status18;1
2026-02-19T14:54:01.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status19;0
2026-02-19T14:54:02.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;2;Status20;0
2026-02-19T14:54:03.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;3;Max_Altitude;26,10655785
2026-02-19T14:54:04.461907;999;FuelLevel;91
2025-06-21T17:58:10.0560370+02:00;3;Max_Velocity;0,000812035
2026-02-19T14:54:05.461907;999;FuelLevel;90
2025-06-21T17:58:10.0405880+02:00;302;downlink;746398
2026-02-19T14:54:06.461907;999;FuelLevel;90
2025-06-21T17:58:10.0405880+02:00;302;uplink;746398
2026-02-19T14:54:07.461907;999;FuelLevel;90
2025-06-21T17:58:10.0405880+02:00;303;CanRx;0
2026-02-19T14:54:08.461907;999;FuelLevel;90
2025-06-21T17:58:10.0405880+02:00;303;CanTx;0
2026-02-19T14:54:09.461907;999;FuelLevel;90
2025-06-21T17:58:10.0405880+02:00;303;SerialRx;0
2026-02-19T14:54:10.461907;999;FuelLevel;90
2025-06-21T17:58:10.0405880+02:00;303;SerialTx;0
2026-02-19T14:54:11.461907;999;FuelLevel;90
2025-06-21T17:58:10.0405880+02:00;301;SNR;5
2026-02-19T14:54:12.461907;999;FuelLevel;90
2025-06-21T17:58:10.0405880+02:00;301;RSSI;-74
2026-02-19T14:54:13.461907;999;FuelLevel;90
2025-06-21T17:58:10.0611870+02:00;202;Roll;32
2026-02-19T14:54:14.461907;999;FuelLevel;90
2025-06-21T17:58:10.0611870+02:00;202;Pitch;65218
2026-02-19T14:54:15.461907;999;FuelLevel;90
2025-06-21T17:58:10.0611870+02:00;202;Yaw;6179
2026-02-19T14:54:16.461907;999;FuelLevel;90
2025-06-21T17:58:10.0611870+02:00;203;Altitude;23,90183067
2026-02-19T14:54:17.461907;999;FuelLevel;90
2025-06-21T17:58:10.0611870+02:00;203;Climbrate;-0,143748283
2026-02-19T14:54:18.461907;999;FuelLevel;90
2025-06-21T17:58:10.0972360+02:00;108;Pressure;1,453571081
2026-02-19T14:54:19.461907;999;FuelLevel;90
2025-06-21T17:58:10.0972360+02:00;108;Temperature;20,24995995
2026-02-19T14:54:20.461907;999;FuelLevel;90
2025-06-21T17:58:10.0972360+02:00;106;N2OInjector;1,515902758
2026-02-19T14:54:21.461907;999;FuelLevel;90
2025-06-21T17:58:10.0972360+02:00;106;ETHInjector;1,704142094
2026-02-19T14:54:22.461907;999;FuelLevel;90
2025-06-21T17:58:10.0972360+02:00;111;M1Pos;-0,808734894
2026-02-19T14:54:23.461907;999;FuelLevel;90
2025-06-21T17:58:10.0972360+02:00;111;M2Pos;0,048570234
2026-02-19T14:54:24.461907;999;FuelLevel;90
2025-06-21T17:58:10.0972360+02:00;4;Drouge_pressure;168,0254822
2026-02-19T14:54:25.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;4;Main_pressure;86,34030151
2026-02-19T14:54:26.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;CalMotors;0
2026-02-19T14:54:27.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;IDLE;1
2026-02-19T14:54:28.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;Homing;0
2026-02-19T14:54:29.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;Fire;0
2026-02-19T14:54:30.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;Abort;0
2026-02-19T14:54:31.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;Relief;0
2026-02-19T14:54:32.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;Fueling;0
2026-02-19T14:54:33.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;ExitMotors;0
2026-02-19T14:54:34.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;EMatchActive;0
2026-02-19T14:54:35.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;EMatch1Cont;1
2026-02-19T14:54:36.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;EMatch2Cont;0
2026-02-19T14:54:37.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;C1Charged;1
2026-02-19T14:54:38.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;C2Charged;0
2026-02-19T14:54:39.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;ReliefN2O;0
2026-02-19T14:54:40.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;ReliefETH;0
2026-02-19T14:54:41.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;FaultFDCan2;0
2026-02-19T14:54:42.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;FaultSPI;0
2026-02-19T14:54:43.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;FaultPETHTank;0
2026-02-19T14:54:44.461907;999;FuelLevel;89
2025-06-21T17:58:10.0972360+02:00;103;FaultPCC;0
2026-02-19T14:54:45.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;103;FaultPFuelIn;0
2026-02-19T14:54:46.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;103;FaultPOXIn;0
2026-02-19T14:54:47.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;103;FaultPN2OTank;0
2026-02-19T14:54:48.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;103;FaultTCC;0
2026-02-19T14:54:49.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;103;FaultTFuelIn;0
2026-02-19T14:54:50.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;103;FaultTOXIn;0
2026-02-19T14:54:51.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;103;FaultTN2OTank;0
2026-02-19T14:54:52.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;103;MotorsCalibrated;1
2026-02-19T14:54:53.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;103;ValvesHomed;1
2026-02-19T14:54:54.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;104;N2OTank;167,6292572
2026-02-19T14:54:55.461907;999;FuelLevel;88
2025-06-21T17:58:10.0972360+02:00;104;ETHTank;167,9864502
2026-02-19T14:54:56.461907;999;FuelLevel;88
2025-06-21T17:58:10.1023860+02:00;107;N2OInjectorTemp;20,29538727
2026-02-19T14:54:57.461907;999;FuelLevel;88
2025-06-21T17:58:10.1023860+02:00;107;ETHInjectorTemp;19,74327087
