Tidspunkt;CAN-ID;Desc;Value
2026-02-19T14:25:25.002263;999;FuelLevel;46
2025-06-21T17:58:09.0981670+02:00;106;N2OInjector;1,517301083
2026-02-19T14:25:25.202263;999;FuelLevel;47
2025-06-21T17:58:09.0981670+02:00;106;ETHInjector;1,780172944
2026-02-19T14:25:25.402263;999;FuelLevel;48
2025-06-21T17:58:09.0981670+02:00;111;M1Pos;-0,808734894
2026-02-19T14:25:25.602263;999;FuelLevel;49
2025-06-21T17:58:09.0981670+02:00;111;M2Pos;0,048570234
2026-02-19T14:25:25.802263;999;FuelLevel;50
2025-06-21T17:58:09.1033170+02:00;103;CalMotors;0
2026-02-19T14:25:26.002263;999;FuelLevel;51
2025-06-21T17:58:09.1033170+02:00;103;IDLE;1
2026-02-19T14:25:26.202263;999;FuelLevel;52
2025-06-21T17:58:09.1033170+02:00;103;Homing;0
2026-02-19T14:25:26.402263;999;FuelLevel;53
2025-06-21T17:58:09.1033170+02:00;103;Fire;0
2026-02-19T14:25:26.602263;999;FuelLevel;54
2025-06-21T17:58:09.1033170+02:00;103;Abort;0
2026-02-19T14:25:26.802263;999;FuelLevel;55
2025-06-21T17:58:09.1033170+02:00;103;Relief;0
2026-02-19T14:25:27.002263;999;FuelLevel;56
2025-06-21T17:58:09.1033170+02:00;103;Fueling;0
2026-02-19T14:25:27.202263;999;FuelLevel;57
2025-06-21T17:58:09.1033170+02:00;103;ExitMotors;0
2026-02-19T14:25:27.402263;999;FuelLevel;58
2025-06-21T17:58:09.1033170+02:00;103;EMatchActive;0
2026-02-19T14:25:27.602263;999;FuelLevel;59
2025-06-21T17:58:09.1033170+02:00;103;EMatch1Cont;1
2026-02-19T14:25:27.802263;999;FuelLevel;60
2025-06-21T17:58:09.1033170+02:00;103;EMatch2Cont;0
2026-02-19T14:25:28.002263;999;FuelLevel;61
2025-06-21T17:58:09.1033170+02:00;103;C1Charged;1
2026-02-19T14:25:28.202263;999;FuelLevel;62
2025-06-21T17:58:09.1033170+02:00;103;C2Charged;0
2026-02-19T14:25:28.402263;999;FuelLevel;63
2025-06-21T17:58:09.1033170+02:00;103;ReliefN2O;0
2026-02-19T14:25:28.602263;999;FuelLevel;64
2025-06-21T17:58:09.1033170+02:00;103;ReliefETH;0
2026-02-19T14:25:28.802263;999;FuelLevel;65
2025-06-21T17:58:09.1033170+02:00;103;FaultFDCan2;0
2026-02-19T14:25:29.002263;999;FuelLevel;66
2025-06-21T17:58:09.1033170+02:00;103;FaultSPI;0
2026-02-19T14:25:29.202263;999;FuelLevel;67
2025-06-21T17:58:09.1033170+02:00;103;FaultPETHTank;0
2026-02-19T14:25:29.402263;999;FuelLevel;68
2025-06-21T17:58:09.1033170+02:00;103;FaultPCC;0
2026-02-19T14:25:29.602263;999;FuelLevel;69
2025-06-21T17:58:09.1033170+02:00;103;FaultPFuelIn;0
2026-02-19T14:25:29.802263;999;FuelLevel;70
2025-06-21T17:58:09.1033170+02:00;103;FaultPOXIn;0
2026-02-19T14:25:30.002263;999;FuelLevel;71
2025-06-21T17:58:09.1033170+02:00;103;FaultPN2OTank;0
2026-02-19T14:25:30.202263;999;FuelLevel;72
2025-06-21T17:58:09.1033170+02:00;103;FaultTCC;0
2026-02-19T14:25:30.402263;999;FuelLevel;73
2025-06-21T17:58:09.1033170+02:00;103;FaultTFuelIn;0
2026-02-19T14:25:30.602263;999;FuelLevel;74
2025-06-21T17:58:09.1033170+02:00;103;FaultTOXIn;0
2026-02-19T14:25:30.802263;999;FuelLevel;75
2025-06-21T17:58:09.1033170+02:00;103;FaultTN2OTank;0
2026-02-19T14:25:31.002263;999;FuelLevel;76
2025-06-21T17:58:09.1033170+02:00;103;MotorsCalibrated;1
2026-02-19T14:25:31.202263;999;FuelLevel;77
2025-06-21T17:58:09.1033170+02:00;103;ValvesHomed;1
2026-02-19T14:25:31.402263;999;FuelLevel;78
2025-06-21T17:58:09.1033170+02:00;104;N2OTank;167,6294861
2026-02-19T14:25:31.602263;999;FuelLevel;79
2025-06-21T17:58:09.1033170+02:00;104;ETHTank;167,9984589
2026-02-19T14:25:31.802263;999;FuelLevel;80
2025-06-21T17:58:09.1033170+02:00;4;Drouge_pressure;167,7957001
2026-02-19T14:25:32.002263;999;FuelLevel;81
2025-06-21T17:58:09.1033170+02:00;4;Main_pressure;86,57258606
2026-02-19T14:25:32.202263;999;FuelLevel;82
2025-06-21T17:58:09.1033170+02:00;109;M1Temp;36
2026-02-19T14:25:32.402263;999;FuelLevel;83
2025-06-21T17:58:09.1033170+02:00;109;M2Temp;27
2026-02-19T14:25:32.602263;999;FuelLevel;84
2025-06-21T17:58:09.1084670+02:00;110;M1Curr;-0,075702071
2026-02-19T14:25:32.802263;999;FuelLevel;85
2025-06-21T17:58:09.1084670+02:00;110;M2Curr;0,006349325
2026-02-19T14:25:33.002263;999;FuelLevel;86
2025-06-21T17:58:09.1033170+02:00;107;N2OInjectorTemp;20,2506218
2026-02-19T14:25:33.202263;999;FuelLevel;87
2025-06-21T17:58:09.1033170+02:00;107;ETHInjectorTemp;19,74991035
2026-02-19T14:25:33.402263;999;FuelLevel;88
2025-06-21T17:58:09.1084670+02:00;112;N20Den;0,931809843
2026-02-19T14:25:33.602263;999;FuelLevel;89
2025-06-21T17:58:09.1084670+02:00;112;ETHDen;0,833000004
2026-02-19T14:25:33.802263;999;FuelLevel;90
2025-06-21T17:58:09.1033170+02:00;105;N2OPropellant;13,47249794
2026-02-19T14:25:34.002263;999;FuelLevel;91
2025-06-21T17:58:09.1033170+02:00;105;ETHPropellant;16,7122345
2026-02-19T14:25:34.202263;999;FuelLevel;92
2025-06-21T17:58:09.2526620+02:00;202;Roll;34
2026-02-19T14:25:34.402263;999;FuelLevel;93
2025-06-21T17:58:09.2526620+02:00;202;Pitch;65217
2026-02-19T14:25:34.602263;999;FuelLevel;94
2025-06-21T17:58:09.2526620+02:00;202;Yaw;6151
2026-02-19T14:25:34.802263;999;FuelLevel;95
2025-06-21T17:58:09.2578120+02:00;203;Altitude;24,04899597
2026-02-19T14:25:35.002263;999;FuelLevel;96
2025-06-21T17:58:09.2578120+02:00;203;Climbrate;0,102488875
2026-02-19T14:25:35.202263;999;FuelLevel;97
2025-06-21T17:58:09.4535060+02:00;202;Roll;35
2026-02-19T14:25:35.402263;999;FuelLevel;98
2025-06-21T17:58:09.4535060+02:00;202;Pitch;65219
2026-02-19T14:25:35.602263;999;FuelLevel;99
2025-06-21T17:58:09.4535060+02:00;202;Yaw;6159
2026-02-19T14:25:35.802263;999;FuelLevel;100
2025-06-21T17:58:09.4535060+02:00;203;Altitude;24,05277061
2026-02-19T14:25:36.002263;999;FuelLevel;100
2025-06-21T17:58:09.4535060+02:00;203;Climbrate;0,080091529
2026-02-19T14:25:36.202263;999;FuelLevel;100
2025-06-21T17:58:09.5977020+02:00;106;N2OInjector;1,512575388
2026-02-19T14:25:36.402263;999;FuelLevel;100
2025-06-21T17:58:09.5977020+02:00;106;ETHInjector;2,055143118
2026-02-19T14:25:36.602263;999;FuelLevel;100
2025-06-21T17:58:09.5977020+02:00;111;M1Pos;-0,808734894
2026-02-19T14:25:36.802263;999;FuelLevel;100
2025-06-21T17:58:09.5977020+02:00;111;M2Pos;0,024285117
2026-02-19T14:25:37.002263;999;FuelLevel;100
2025-06-21T17:58:09.5977020+02:00;108;Pressure;1,459972978
2026-02-19T14:25:37.202263;999;FuelLevel;100
2025-06-21T17:58:09.5977020+02:00;108;Temperature;20,24390411
2026-02-19T14:25:37.402263;999;FuelLevel;100
2025-06-21T17:58:09.6543500+02:00;202;Roll;33
2026-02-19T14:25:37.602263;999;FuelLevel;100
2025-06-21T17:58:09.6543500+02:00;202;Pitch;65221
2026-02-19T14:25:37.802263;999;FuelLevel;100
2025-06-21T17:58:09.6543500+02:00;202;Yaw;6166
2026-02-19T14:25:38.002263;999;FuelLevel;100
2025-06-21T17:58:09.6543500+02:00;203;Altitude;24,13176918
2026-02-19T14:25:38.202263;999;FuelLevel;100
2025-06-21T17:58:09.6543500+02:00;203;Climbrate;0,145486474
2026-02-19T14:25:38.402263;999;FuelLevel;100
2025-06-21T17:58:09.7006980+02:00;400;CAM1Power;FALSE
2026-02-19T14:25:38.602263;999;FuelLevel;100
2025-06-21T17:58:09.7006980+02:00;400;CAM2Power;FALSE
2026-02-19T14:25:38.802263;999;FuelLevel;100
2025-06-21T17:58:09.7006980+02:00;400;CAM3Power;TRUE
2026-02-19T14:25:39.002263;999;FuelLevel;100
2025-06-21T17:58:09.7006980+02:00;400;IsCAM1Recording;FALSE
2026-02-19T14:25:39.202263;999;FuelLevel;100
2025-06-21T17:58:09.7006980+02:00;400;IsCAM2Recording;FALSE
2026-02-19T14:25:39.402263;999;FuelLevel;100
2025-06-21T17:58:09.7006980+02:00;400;IsCAM3Recording;FALSE
2026-02-19T14:25:39.602263;999;FuelLevel;100
2025-06-21T17:58:09.7006980+02:00;400;IsReceivingCANData;TRUE
2026-02-19T14:25:39.802263;999;FuelLevel;100
2025-06-21T17:58:09.7006980+02:00;400;CSMURecording;TRUE
2026-02-19T14:25:40.002263;999;FuelLevel;100
2025-06-21T17:58:09.7006980+02:00;400;PageCounter;1383
2026-02-19T14:25:40.202263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;320;IsRunning;TRUE
2026-02-19T14:25:40.402263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;320;IsFrozen;TRUE
2026-02-19T14:25:40.602263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;320;IsNode;FALSE
2026-02-19T14:25:40.802263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;320;IsCanRxFull;FALSE
2026-02-19T14:25:41.002263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;320;IsCanTxFull;FALSE|
2026-02-19T14:25:41.202263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;320;IsSerialTxFull;FALSE
2026-02-19T14:25:41.402263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;320;IsSerialRxFull;FALSE
2026-02-19T14:25:41.602263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;320;LostPackages;0
2026-02-19T14:25:41.802263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;320;TimeSinceBoot;22338
2026-02-19T14:25:42.002263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;321;SNR;7
2026-02-19T14:25:42.202263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;321;RSSI;-76
2026-02-19T14:25:42.402263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;323;CanRx;0
2026-02-19T14:25:42.602263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;323;CanTx;0
2026-02-19T14:25:42.802263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;323;SerialRx;0
2026-02-19T14:25:43.002263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;323;SerialTx;0
2026-02-19T14:25:43.202263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;322;downlink;1229159
2026-02-19T14:25:43.402263;999;FuelLevel;100
2025-06-21T12:41:40.9277340+02:00;322;uplink;1239887
2026-02-19T14:25:43.602263;999;FuelLevel;100
2025-06-21T17:58:09.8551940+02:00;202;Roll;32
2026-02-19T14:25:43.802263;999;FuelLevel;100
2025-06-21T17:58:09.8551940+02:00;202;Pitch;65221
2026-02-19T14:25:44.002263;999;FuelLevel;100
2025-06-21T17:58:09.8551940+02:00;202;Yaw;6172
2026-02-19T14:25:44.202263;999;FuelLevel;100
2025-06-21T17:58:09.8551940+02:00;203;Altitude;24,09937286
2026-02-19T14:25:44.402263;999;FuelLevel;100
2025-06-21T17:58:09.8551940+02:00;203;Climbrate;0,087290235
2026-02-19T14:25:44.602263;999;FuelLevel;100
2025-06-21T17:58:09.9942390+02:00;200;Control;0
2026-02-19T14:25:44.802263;999;FuelLevel;100
2025-06-21T17:58:09.9942390+02:00;200;Status0;0
2026-02-19T14:25:45.002263;999;FuelLevel;100
2025-06-21T17:58:09.9942390+02:00;200;Status1;0
2026-02-19T14:25:45.202263;999;FuelLevel;100
2025-06-21T17:58:09.9942390+02:00;200;Status2;0
2026-02-19T14:25:45.402263;999;FuelLevel;100
2025-06-21T17:58:09.9942390+02:00;200;Status3;1
2026-02-19T14:25:45.602263;999;FuelLevel;100
2025-06-21T17:58:09.9942390+02:00;200;Status4;0
2026-02-19T14:25:45.802263;999;FuelLevel;100
2025-06-21T17:58:09.9942390+02:00;200;Status5;0
2026-02-19T14:25:46.002263;999;FuelLevel;100
2025-06-21T17:58:09.9942390+02:00;200;Status6;1
2026-02-19T14:25:46.202263;999;FuelLevel;100
2025-06-21T17:58:09.9942390+02:00;200;Status7;1
2026-02-19T14:25:46.402263;999;FuelLevel;100
2025-06-21T17:58:09.9993890+02:00;201;Time;175810
2026-02-19T14:25:46.602263;999;FuelLevel;100
2025-06-21T17:58:09.9993890+02:00;201;Date;20250621
2026-02-19T14:25:46.802263;999;FuelLevel;100
2025-06-21T17:58:09.9942390+02:00;206;TotalVelocity;4,03E-05
2026-02-19T14:25:47.002263;999;FuelLevel;100
2025-06-21T17:58:09.9993890+02:00;204;Latitude;59,3073616
2026-02-19T14:25:47.202263;999;FuelLevel;100
2025-06-21T17:58:09.9993890+02:00;204;Longitude;4,865468979
2026-02-19T14:25:47.402263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;300;IsRunning;TRUE
2026-02-19T14:25:47.602263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;300;IsFrozen;TRUE
2026-02-19T14:25:47.802263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;300;IsNode;FALSE
2026-02-19T14:25:48.002263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;300;IsCanRxFull;FALSE
2026-02-19T14:25:48.202263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;300;IsCanTxFull;FALSE
2026-02-19T14:25:48.402263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;300;IsSerialTxFull;FALSE
2026-02-19T14:25:48.602263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;300;IsSerialRxFull;FALSE
2026-02-19T14:25:48.802263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;300;LostPackages;0
2026-02-19T14:25:49.002263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;300;TimeSinceBoot;8182
2026-02-19T14:25:49.202263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status9;2863315899
2026-02-19T14:25:49.402263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status10;0
2026-02-19T14:25:49.602263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status11;0
2026-02-19T14:25:49.802263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status12;0
2026-02-19T14:25:50.002263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status13;0
2026-02-19T14:25:50.202263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status14;0
2026-02-19T14:25:50.402263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status15;0
2026-02-19T14:25:50.602263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status16;1
2026-02-19T14:25:50.802263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status17;1
2026-02-19T14:25:51.002263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status18;1
2026-02-19T14:25:51.202263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status19;0
2026-02-19T14:25:51.402263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;2;Status20;0
2026-02-19T14:25:51.602263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;3;Max_Altitude;26,10655785
2026-02-19T14:25:51.802263;999;FuelLevel;100
2025-06-21T17:58:10.0560370+02:00;3;Max_Velocity;0,000812035
2026-02-19T14:25:52.002263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;302;downlink;746398
2026-02-19T14:25:52.202263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;302;uplink;746398
2026-02-19T14:25:52.402263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;303;CanRx;0
2026-02-19T14:25:52.602263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;303;CanTx;0
2026-02-19T14:25:52.802263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;303;SerialRx;0
2026-02-19T14:25:53.002263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;303;SerialTx;0
2026-02-19T14:25:53.202263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;301;SNR;5
2026-02-19T14:25:53.402263;999;FuelLevel;100
2025-06-21T17:58:10.0405880+02:00;301;RSSI;-74
2026-02-19T14:25:53.602263;999;FuelLevel;100
2025-06-21T17:58:10.0611870+02:00;202;Roll;32
2026-02-19T14:25:53.802263;999;FuelLevel;100
2025-06-21T17:58:10.0611870+02:00;202;Pitch;65218
2026-02-19T14:25:54.002263;999;FuelLevel;100
2025-06-21T17:58:10.0611870+02:00;202;Yaw;6179
2026-02-19T14:25:54.202263;999;FuelLevel;100
2025-06-21T17:58:10.0611870+02:00;203;Altitude;23,90183067
2026-02-19T14:25:54.402263;999;FuelLevel;100
2025-06-21T17:58:10.0611870+02:00;203;Climbrate;-0,143748283
2026-02-19T14:25:54.602263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;108;Pressure;1,453571081
2026-02-19T14:25:54.802263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;108;Temperature;20,24995995
2026-02-19T14:25:55.002263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;106;N2OInjector;1,515902758
2026-02-19T14:25:55.202263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;106;ETHInjector;1,704142094
2026-02-19T14:25:55.402263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;111;M1Pos;-0,808734894
2026-02-19T14:25:55.602263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;111;M2Pos;0,048570234
2026-02-19T14:25:55.802263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;4;Drouge_pressure;168,0254822
2026-02-19T14:25:56.002263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;4;Main_pressure;86,34030151
2026-02-19T14:25:56.202263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;CalMotors;0
2026-02-19T14:25:56.402263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;IDLE;1
2026-02-19T14:25:56.602263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;Homing;0
2026-02-19T14:25:56.802263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;Fire;0
2026-02-19T14:25:57.002263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;Abort;0
2026-02-19T14:25:57.202263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;Relief;0
2026-02-19T14:25:57.402263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;Fueling;0
2026-02-19T14:25:57.602263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;ExitMotors;0
2026-02-19T14:25:57.802263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;EMatchActive;0
2026-02-19T14:25:58.002263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;EMatch1Cont;1
2026-02-19T14:25:58.202263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;EMatch2Cont;0
2026-02-19T14:25:58.402263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;C1Charged;1
2026-02-19T14:25:58.602263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;C2Charged;0
2026-02-19T14:25:58.802263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;ReliefN2O;0
2026-02-19T14:25:59.002263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;ReliefETH;0
2026-02-19T14:25:59.202263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultFDCan2;0
2026-02-19T14:25:59.402263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultSPI;0
2026-02-19T14:25:59.602263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultPETHTank;0
2026-02-19T14:25:59.802263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultPCC;0
2026-02-19T14:26:00.002263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultPFuelIn;0
2026-02-19T14:26:00.202263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultPOXIn;0
2026-02-19T14:26:00.402263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultPN2OTank;0
2026-02-19T14:26:00.602263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultTCC;0
2026-02-19T14:26:00.802263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultTFuelIn;0
2026-02-19T14:26:01.002263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultTOXIn;0
2026-02-19T14:26:01.202263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;FaultTN2OTank;0
2026-02-19T14:26:01.402263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;MotorsCalibrated;1
2026-02-19T14:26:01.602263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;103;ValvesHomed;1
2026-02-19T14:26:01.802263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;104;N2OTank;167,6292572
2026-02-19T14:26:02.002263;999;FuelLevel;100
2025-06-21T17:58:10.0972360+02:00;104;ETHTank;167,9864502
2026-02-19T14:26:02.202263;999;FuelLevel;100
2025-06-21T17:58:10.1023860+02:00;107;N2OInjectorTemp;20,29538727
2026-02-19T14:26:02.402263;999;FuelLevel;100
2025-06-21T17:58:10.1023860+02:00;107;ETHInjectorTemp;19,74327087
